Headline (CID),Date_Posted,Post_Text,Source_URI,Author_DID
bafyreiblbcz4qenltwfoc3rg4yndydklfuca44rc3yij6lig7cnh4ydhvm,2026-02-28,Awawa cute moth awawa!,https://bsky.app/profile/memoria.moe/post/3mfxgnbwyuc2q,did:plc:d5k7mp6ji2xyccsffyusx4ju
bafyreihcfpyjignv6lbhaudqeqqc276ay46n2mich6tbzdr67ojgrqxrhe,2026-02-28,Ohh I’ve been listening to this one a bit too! It was funny I had found it before I heard Bird Brain and I realized “oh yeah they did just really like that song” lmao. Pretty good Teto,https://bsky.app/profile/mrunclephuncle.bsky.social/post/3mfxgnbw7hs24,did:plc:7yopnfkmnjnbvasqhxi3gyxv
bafyreihtmiuim6bdin4yiuv64mr45ab7ke7dge5bvzjq4znytivcwyttzy,2026-02-28,why espio the chameleon of course,https://bsky.app/profile/pellapellasekai.bsky.social/post/3mfxgnbviz22z,did:plc:q23kw6pfnyhs25qtmmkzikrn
bafyreidpe6fpesmwhpcslwxyuyn7yyocs4i2fxs4trrm72gzd6jicfc62q,2026-02-28,ESTÃO MATANDO NOSSO TWINK,https://bsky.app/profile/jekky.bsky.social/post/3mfxgnbtsd226,did:plc:hlgtcqhtfzf4if6jqkyg4mxp
bafyreibm6mosrivcmyqjh6mc3sar4u5ysjfzildfy6dtk4plxqtg3ayqdm,2026-02-28,@oopsallsetite.bsky.social hi hi hi sweetie! Just saw you like a post and wanted to send you ehugs.,https://bsky.app/profile/terilynns.bsky.social/post/3mfxgnbt2v22w,did:plc:632z2ymiyhotlwucs7xyarsw
bafyreicmsb6ahidxsas2te4pvudzx6ensncjs5375kqmwozbwuj5psxy7y,2026-02-28,Just bro stuff man,https://bsky.app/profile/brodeome.bsky.social/post/3mfxgnbss3s2f,did:plc:j65xsikz67eav7z3drymkeh3
bafyreibowto44cvm2cgzngao3hoxww6it22t25zpuq4gysqyuenm6ekkuy,2026-02-28,Oh that’s wonderful,https://bsky.app/profile/psudonym.bsky.social/post/3mfxgnbsegc26,did:plc:fy6lc2bjkvgo5xalycuyfqps
bafyreibbyrp3cw5yvehrexzflipckeeog7dcn5djrge6iaajmczkl7y52m,2026-02-28,Aaah international 3d tennis. :),https://bsky.app/profile/kurtkonig.bsky.social/post/3mfxgnbqnqc2m,did:plc:v6ozkxgnlc6fhideyyu67uqs
bafyreigup3zakwdgxsiqrcimtf43tnna5tzpm44ghbgicbi7xdpwael6zm,2026-02-28,Our is $3 now!,https://bsky.app/profile/rinative.bsky.social/post/3mfxgnbpass2x,did:plc:4idj567kdvs33kzrfftqpwyw
bafyreig4ipx7nnxzq6o3loyma2j2qaj72rqdx2kk6tqdlgdjtatrzlngze,2026-02-28,I didn’t say any of that,https://bsky.app/profile/gasbuddyguy.bsky.social/post/3mfxgnbnbdk2p,did:plc:el26bci423wwjjnhoohutwem
bafyreigooaxqri5kcvrwgxgmlxys47njooeepdsneo3bbfnfe3vlfo5spa,2026-02-28,So majority of movies I own are:  Furry trash animation Furry trash animal horror movies Lots of vore type movies Scifi movives Whatever weird shit gets my interest from Japan movies.,https://bsky.app/profile/skipai.bsky.social/post/3mfxgnbmpr22y,did:plc:jgjjstp3kp6vchoyxqydkhp3
bafyreid6zuphsbjfcawtk3vbb46kig6fod4xjmsz2dn7ifeaa36pb4knly,2026-02-28,"If a mysterious icy lady invites you to dance in the middle of a blizzard... Yeah, you should probably run.  A sketch of Yukihana, yuki-onna OC for Ankuh!",https://bsky.app/profile/lewdwok.bsky.social/post/3mfxgnbmc3k2g,did:plc:l37gq2phfwlnfanp64z32a7g
bafyreies2nv23ya2eqfxoatyflej2l445g27gkmpcanv7nibykacwfno6i,2026-02-28,"Basketball for sure. You can play by yourself, equipment is cheap, and it’s easy to learn.",https://bsky.app/profile/baylynrose.bsky.social/post/3mfxgnblyd22p,did:plc:yhpzhjqash7anu37tua7xe4s
bafyreidpv62cpc2vpzb6uw3vnry7s3cejbftpuphjacxck6sjgatwvwvyy,2026-02-28,gorgeous....,https://bsky.app/profile/hartxstarr.bsky.social/post/3mfxgnblpjs27,did:plc:s22fxac4kmqyujgiq4pbfyx5
bafyreidfcoipmzulldq4xsgbgoroci4qysoja2lbukqyzfnrbbueccc5wi,2026-02-28,,https://bsky.app/profile/cfarong.bsky.social/post/3mfxgnbkqbs2d,did:plc:bd3kgjmtrhqvomqsmoroazss
bafyreifhn737guwuywgqybovjns4e2osk6cqwlfqzucj7it52bermnqerq,2026-02-28,,https://bsky.app/profile/whoknowsnow.bsky.social/post/3mfxgnbk4qs2q,did:plc:i6widalnk6xdfnv52xra3l3t
bafyreidmp46wcipz2on5h6o6wfregkrqheouqunguv3a2kejqzpttiohjm,2026-02-28,couch time surprise 😅,https://bsky.app/profile/austinsings.bsky.social/post/3mfxgnbjrz22v,did:plc:ekzcpz74ajksur627nwwxun6
bafyreiddebgom2x7n35lqreakhtqwctdpr6rmrn6vfc7uv5owmh4hu662u,2026-02-28,wish me luck pls all i play nowadays is fields of mistria and baldurs gate,https://bsky.app/profile/ghosttzuu.bsky.social/post/3mfxgnbjvw22d,did:plc:7ibwr4t4ssg5epmoml6auacz
bafyreicqtol2z2dmncy3wz5rnhunxj6pndm7gboh7luclidmcc2ivz4aei,2026-02-28,"i really like bloodborne lore and the aesthetic and the designs and everything ( gothic anything has my heart ) and i’ve watched my partner play it a lot, but never played it myself ( only soulsborne game ive acc played it elden ring lol ) and at my partners request i shall attempt tomorrow",https://bsky.app/profile/ghosttzuu.bsky.social/post/3mfxgnbjgc22d,did:plc:7ibwr4t4ssg5epmoml6auacz
bafyreif5ofx7qpiwoqe6pgg65wqhudgddfn6fhp2633xkco3hhdqxj5or4,2026-02-28,"'Serious moment': Most Republicans support strike as Dems demand answers ->ABC7 | More on ""Republicans back Iran strike debate"" at BigEarthData.ai",https://bsky.app/profile/bigearthdata.ai/post/3mfxgnbkvzr2b,did:plc:lc6hdhnjkgccd6ysi7e23pll
bafyreihyg7izrlp7256rgulhhkbsnaorfixvakwneteyxcsrpgd4udpp6y,2026-02-28,We are hoping that things will go back to normal in the near future.,https://bsky.app/profile/abrighterfuture1.bsky.social/post/3mfxgnbhirc2y,did:plc:qbxldxlbbfpu45bumw33sx25
bafyreid2l6ws4td7jbuckgxp3yhzmghbkahi4usuf4eh5fvuwysyikqobm,2026-02-28,my ex best friend is a popular trans masc fansly creator on twt and every day i thank the rat gods that he hasn’t made the move to bsky yet 😮‍💨🙏🏻,https://bsky.app/profile/magentaratgirl.bsky.social/post/3mfxgnbhhs22g,did:plc:l5lvh4utf6cti6ukkgxardqo
bafyreickooqpw4at5tqmvl3oo2bh2qq7cpxxm6kvpumj5dualopopnwztm,2026-02-28,I’m putting my application in 😈,https://bsky.app/profile/preebsnyc.bsky.social/post/3mfxgnbf3mk2b,did:plc:lhaayo4ijl4owhxhn7mah2vj
bafyreibnujgtr6ji26k72gthkazovbgnmdjdf47klxftteglvvxajve64y,2026-02-28,“Trump” and “is dead” appeared on my phone screen today. This was just a drill.,https://bsky.app/profile/mcbeardie.bsky.social/post/3mfxgnbeca22n,did:plc:6zsk2ffmlltvyveznb4btljv
bafyreif7jkixtcx6cjeil7hpyufrvme74ki4ajhwihdw5bkume4w5ihfem,2026-02-28,wiggle wiggle wiggle!,https://bsky.app/profile/archmage112358.bsky.social/post/3mfxgnbdwj22m,did:plc:tg2sl7gqoxelvbiq5iikwm5h
bafyreigtupbvmmypatgnw5sqml3p2luxm4zws4m56ihyn7rue6sqomrbvu,2026-02-28,"Appropriate post for the day  ""Two novels can change a 14yo’s life: The Lord of the Rings & Atlas Shrugged. One is a childish fantasy that often engenders a lifelong obsession w its unbelievable heroes, leading to being emotionally stunted & unable to deal w the real world. The other involves orcs.""",https://bsky.app/profile/amwclark.bsky.social/post/3mfxgnbdewk2u,did:plc:fgrya4td3n3nhdj2spozv37t
bafyreiheo2fkwjpumyrcyrljcudi6zqxdvcyv3ljmp3v2tnndvl3s4ac7a,2026-02-28,"Did Joe Testitore just say,” to honor the greatest nation on earth”? TKO/WWE jumping into maga late in the game?",https://bsky.app/profile/itswhateverfam.bsky.social/post/3mfxgnbasvk26,did:plc:n2cdg33zjkcuygbnxhlh4oae
bafyreieukwqmpt4ukdsadhm3l2drkqojdfub5k5f2cpiwuq7mylmiev7li,2026-02-28,AMERICA: every life is precious   ALSO AMERICA: just not yours,https://bsky.app/profile/bornmiserable.bsky.social/post/3mfxgnb7ums2n,did:plc:h4j2lwrcd2bxlncqqmnoy7vy
bafyreidoywfu33veht25tcklm6jx3eha7vrklxgzvqnbgezbjgtofzy4uy,2026-02-28,Mr Fancy Pants they all call you behind your back at work i bet!,https://bsky.app/profile/wgoodf.bsky.social/post/3mfxgnb7ltk2f,did:plc:ii6uxniyioeglswryubc6msf
bafyreiagocyxc5s345oqxtowc26zafyfegxgkdb3hp3crwgrzclwjyh6ne,2026-02-28,I saw that Janis Joplin was trending. I hope she didn't die again.,https://bsky.app/profile/foghornleghorn1357.bsky.social/post/3mfxgnb3xms25,did:plc:sxtizfs5bjywkj2meznfzjpn
bafyreibhrstw3kw7gqgguvfyzaymegwi2nqelqgsukn653akczh6qc7k5e,2026-02-28,Nice! An actual cat. 🙂,https://bsky.app/profile/aistudio.bsky.social/post/3mfxgnb3f322k,did:plc:hbtdgvaik6f23wo6d4ciopsx
bafyreihawwmekneeidlrjotzhspw4maymdcllzp3zp76j4a44yp422cv2m,2026-02-28,"Mh, not feeling too great tonight. Feeling a bit miserable. Wanted to cheer myself up with a bit of VR, but there's apparently another API outage so I can't.  Guess I'll sleep instead.",https://bsky.app/profile/toshixyrho.bsky.social/post/3mfxgnb2yes2c,did:plc:n5gwdflqxbwndeiw3lqpcn7g
bafyreihu22cdionnbfeuiab5b74vdtga7cqsqy27fzlo45sfcynpvmse5m,2026-02-28,"Nå er hun helt oppslukt av episoden om katter. Hun har aldri vært opptatt av skjermen før, så jeg syns dette er veldig gøy!",https://bsky.app/profile/vannkoker.bsky.social/post/3mfxgnb25z22n,did:plc:b66g2f6utk25ppjzsujhhqgt
bafyreie3zynseimc4yxma3iuu7iqh3ul3wwfeggb7da5vdlfzomfg2zmuq,2026-02-28,"Feed: ""Tell-Tale TV"" By: Ashley Bissette Sumerel on Saturday, February 28, 2026",https://bsky.app/profile/longtail-news.bsky.social/post/3mfxgnc3cnr2z,did:plc:o6ggjvnj4ze3mnrpnv5oravg
bafyreievb547odrfu52adgudmntwl6hqw5dtr5wfbdl5rlfmy2qiqinwje,2026-02-28,"Seems to me that innocent Iranian children are currently having a much harder time with that than we are, and Carney explicitly and officially supports it.   You're going to wave that off for ""diplomacy?""",https://bsky.app/profile/greenglassworm.bsky.social/post/3mfxgnaw72k2f,did:plc:rt4zwgabycy5jnrgvkerrmlc
bafyreihbens3grkzlpc2mclaw7mj53cqmnnjbwyaaelt3yvor5u6oci3sq,2026-02-28,"I don't mean it in a sexual way. Christ, I would rather put a bullet to my head",https://bsky.app/profile/johnwolfen.bsky.social/post/3mfxgnaw63c25,did:plc:fgppfxutbrzss5j7bvypqtev
bafyreibc4vm4psfau3bwwi76v7qjlbxted2hhasgz6cwel67amq6rzoo4a,2026-02-28,"Trousers shall be worn, that is all.",https://bsky.app/profile/jonnymorris.bsky.social/post/3mfxgnavucs2n,did:plc:y6aqetaddexldwjyxdz33xd5
bafyreidudadfyub3qshjai2sqqmogbvw57eclyuud27urg3lenpzc5i65q,2026-02-28,youtube.com/watch?v=CpwD...,https://bsky.app/profile/bebeleche.bsky.social/post/3mfxgnaskts2m,did:plc:zyfmdkix7mg2piz2cmzy7bim
bafyreieiefxa3qss2mjblrspksksgr6fx75yd3yeo7s55x5dgxt4kj2zly,2026-02-28,You're assuming Schumer is bigoted against Iranians because why?,https://bsky.app/profile/caramia5.bsky.social/post/3mfxgnarlls2k,did:plc:js6zq2s2hmvicumhndcibyra
bafyreie37qznebl5xc6ufbmwnc6exnd25pncsatp6bgqgwem4aaejhwpcq,2026-02-28,"In all seriousness, so much of the country IS that stupid. How else would we get to where we are today?",https://bsky.app/profile/jimdalton.bsky.social/post/3mfxgnarjnc2u,did:plc:jx572weygfcwrwg3ck4fsgqy
bafyreia3kwq2ghjplatbuiaxotlo264ww3gdglcihh3wqfhcst3hgqxs3e,2026-02-28,#beardgangbeardgangbeardgang,https://bsky.app/profile/leumas-misc.bsky.social/post/3mfxgnaqra22m,did:plc:vkdzii36muzomtr6hbbr6uxx
bafyreiecprrrj4gj4s3kxjgpoazve62vy3pj3ylssbpttet37ttgjl3q6i,2026-02-28,pound for pound: nothing feels better as a creator than memes being made of your thing   (Credit @jienbirb.bsky.social on this one),https://bsky.app/profile/grantorwhatever.bsky.social/post/3mfxgnanqkc2k,did:plc:yoncswob7df25vd4mxb7vwpd
bafyreic4xwii56et6kmficqvc4qkyi46myvlzx7rf2t5lwwgttos4a3zdy,2026-02-28,I would like to enjoy what im drawing because everything is lowkey looking terrible in my rn,https://bsky.app/profile/ryesmysticarts.bsky.social/post/3mfxgnal2mc2o,did:plc:44xeqpywaawg6zo5d3qikfrf
bafyreiabyqqvcejdqb4cklaa3t4estmrr3r2z6piw2g2tob2wyl6m2eho4,2026-02-28,Exhibit A 👆🏼,https://bsky.app/profile/calycan.bsky.social/post/3mfxgnajjrs2i,did:plc:dnen6rneidvlpa5dcwgp4buz
bafyreievqpbs5igoxdljccdhmh5i7g65mag2r7mdmt7rgfdbckcflp5s6a,2026-02-28,🤦‍♂️ moment from #bbcnews amidst the #iran strikes.,https://bsky.app/profile/diabolicalmdog.bsky.social/post/3mfxgnajdwc27,did:plc:odpaejgy6zwqn62ad5iqeohw
bafyreidj6cfjwt4l6nli4orw53jnp7g2rpzjs4yortuleujotzy7ph3ehe,2026-02-28,OBLIDARATED JUNE 2025.,https://bsky.app/profile/mandu1234.bsky.social/post/3mfxgnaidp22n,did:plc:h3avmqvxexcj6be2joqr5jtg
bafyreiazwb7iv64ypsnqd7ur54gjj7bfrkafdt54pj3goottv6cdzdfyye,2026-02-28,"Finding something to occupy your brains and hands is helpful. Knitting (easy to learn, cheap), woodcarving, potato printing, whatever. It all helps reduce your brain's overload. Signed, A Knitter",https://bsky.app/profile/spiderandme.bsky.social/post/3mfxgnai7s223,did:plc:di4dhnlrs3ad5b6kzuf3ioot
bafyreif5aghzzrwmun364q52bfpcj2ks3pposnu6dfrik6v4bfyvhksace,2026-02-28,I am about to replace a 6 year old American Standard heat pump system due to air conditioning issues and inability to find a contractor to do repairs.   If anybody knows of a competent HVAC contractor in the San Francisco South Bay please reach out.,https://bsky.app/profile/dogsitmatter.bsky.social/post/3mfxgnagut22n,did:plc:sakwvxsk7pvrbmp5wg7fzxb5
bafyreibawoyo52p2pdzf3intkdfhksw2xrbelikyiwveagkofrmn3h425a,2026-02-28,Videodrome  Carnival of Souls  Lady Snowblood,https://bsky.app/profile/djkideye.bsky.social/post/3mfxgnagtts2t,did:plc:jwycikfhxr5qsm7zr7jqqac3
bafyreigl2a2jnilis4dwi4nihikriv34txohiel7jsydnwuldq5t4alktq,2026-02-28,Definitely not AI sir.,https://bsky.app/profile/therealeeman.bsky.social/post/3mfxgnag3gk27,did:plc:4xwfbi5ue7ugg57ygm2ptrp5
bafyreianrmseutl7lpq7n3bjohserf37yyjx23gfz3gikigl4l6jydzg6m,2026-02-28,I am so tired of fragile little men starting wars. I am so tired of fragile little men making policy decisions that harm us all. I am so tired of fragile little men doing horrendous harm to children and expecting us all to forget about it. I am so tired of fragile little men with their tantrums.,https://bsky.app/profile/nikitagill.bsky.social/post/3mfxgnaepic2j,did:plc:hyyqshfmzarjhybykciopfw6
bafyreif2wxwq5noi4fl6sbgyiwnjpliksjsxkickkrreraj7ovhchjafye,2026-02-28,I don't want to ever move again  Holy fuck I'm so so so tired,https://bsky.app/profile/splitletters.bsky.social/post/3mfxgnaekm22q,did:plc:3lfxzgtkute66pggnppgif5l
bafyreihsajfjajzbmfyycegm4nm3mh7arqxy4dzf6pw6yc6mr2brz4py7y,2026-02-28,Welcoming my new kiddos home. Now to find them a permanent place to stay in here 🥰,https://bsky.app/profile/spicynocajun.bsky.social/post/3mfxgnaarj22s,did:plc:7ezvhnprvvpxwqdncrrqx5w2
bafyreib4doum2b4nwhyg7ja7mxvuqcldctmq7vafsxjd6gxxxtd6pg26wi,2026-02-28,Who are the troops on the ground going to be? (Long term) We gonna pull them out of concentration camps to die on the front lines? 🤔,https://bsky.app/profile/lkayc.bsky.social/post/3mfxgnaacuc2c,did:plc:fu4a33k464p7tw7k3qbv3orr
bafyreiarovdy6ed2z36gvyczgiqavb47el45qxvbueejl7hu45vpsnc3vu,2026-02-28,,https://bsky.app/profile/sonydub.bsky.social/post/3mfxgnaa7wk2x,did:plc:5ippjzx5hlxfnqdfijujob6x
bafyreicdi42rjrzvpve6gtww2nmqgzmpgwppnq2se74ywcml3z4kxxxyea,2026-02-28,I'm gonna start blocking everyone who says it's an excuse,https://bsky.app/profile/vincentgareu.bsky.social/post/3mfxgna77pc25,did:plc:mn23nm2dane5l4hqkuzfrelg
bafyreicsihborhhy7f3b5rath6xjwms65g62f2xxhdcsyd2oqbfu4htpri,2026-02-28,He always reveals himself with every accusation against others.,https://bsky.app/profile/calliesue.bsky.social/post/3mfxgna5f4c2e,did:plc:ixke6skahzph4lnffoyhro7x
bafyreihrm3pd3izbdlpz36pupj36qlskto2daip7pvu2xjbub7mo24ijwm,2026-02-28,2 months for 15 likes it's so over (this is a joke),https://bsky.app/profile/northirn.bsky.social/post/3mfxgna4lps2u,did:plc:ve5meooeefgd4gexifckx3vb
bafyreics75owxc5yjc2nctbv43fkv3goyyakxlaspdw2g5efp6kuex4cva,2026-02-28,“Greatest nation on earth” 🙄🙄🙄 #eliminationchamber,https://bsky.app/profile/jonnymuzzer.bsky.social/post/3mfxgna2s422d,did:plc:mwrb73y53jhjvbkqcjnb25bs
bafyreicnlcb3nqnkfjtxdhnvdxrycrha5ch6dgsiwfnye7xlfvi5awhcye,2026-02-28,Agreed. And a serious president would have taken this to Congress in advance and would have addressed the American people. No word on this in his sotu.,https://bsky.app/profile/gigilb2024.bsky.social/post/3mfxgna2o722o,did:plc:h6dzu3iquzmvoyrt3nc4aohd
bafyreibhlcxzyst6uymptzuhfi5hdfcqndjj76rbbyrfgtwrr5fuo5ckua,2026-02-28,Yes!,https://bsky.app/profile/pembrokemeg.bsky.social/post/3mfxgn7zzt52f,did:plc:bccm5sfdqbhhn5rrukvnixi7
bafyreiadq2qv23fabeowjaqi2exmw3w2as43ebrph27abf5jw6qzfk4hmm,2026-02-28,i was literally thinking about snatcher wtf 😖,https://bsky.app/profile/3motion3ngin3.bsky.social/post/3mfxgn7zrus23,did:plc:x5yj543ytwud3sauvzs7twkx
bafyreifufbtrojyurtokovskcn7t2p4rtseuwe3tm7xmxe466mssmogb4i,2026-02-28,do you stupid bitches miss Stuart Skinner yet,https://bsky.app/profile/coolhandkas.bsky.social/post/3mfxgn7z5ek2b,did:plc:4hdpiylvcm7jrxyntggizjxa
bafyreie5j4gnt4py2ruavbfdye4t2nhy76wqxxhma4nwnij4xdwg3agsqy,2026-02-28,work tonight for the next three  i had a good week last week so i hope this week is the same,https://bsky.app/profile/maddyjacksonn.bsky.social/post/3mfxgn7wx2k26,did:plc:qpbf5nvuyinqr5c5j3hrzv2v
bafyreicddrrl5zvuzto6qr773xa2holeyskc2ebukiv2avrljbt5uqf744,2026-02-28,www.inquirer.com/politics/fet...,https://bsky.app/profile/jblumgart.bsky.social/post/3mfxgn7vpyk23,did:plc:zs4km7y7ynsn6gyehgsyknyw
bafyreiaxgkfyrnkcpjmtcxghg4pn7nueqaoovcpynh7hv75kotyamxd44m,2026-02-28,">take a pill for losing weight that's more or less what ozempic is though i don't think there'll ever be such a simple solution to something like weight loss, at least not without *any* side effects that's just how energy consumption in the body works, there's not really any changing it",https://bsky.app/profile/lolita-cat.bsky.social/post/3mfxgn7uqqk24,did:plc:jezpfog5au6zvvc7gaf2wgow
bafyreig3ablcywpwkgump452d5ewb6fni5ya2ol5bxjrr3qqq73hzrgwxu,2026-02-28,,https://bsky.app/profile/zenthagod.bsky.social/post/3mfxgn7ufys2y,did:plc:cf7xemunekmbb2c3rlanl2yi
bafyreiga5f2zerkb5fe5hf5ceufujhwli75kuytr6ircub2vn7x6gteuji,2026-02-28,For comparison:  pro-government demonstrators marched in Tehran chanting against the US and Israel.  #Tehran #Iran #Protest #Demonstration #US #Israel #Geopolitics #MiddleEast #Reuters #News #SocialMedia #PointOfView #Politics,https://bsky.app/profile/zenthagod.bsky.social/post/3mfxgn7tkns2y,did:plc:cf7xemunekmbb2c3rlanl2yi
bafyreiefawi6323p6yjm275g2dyocw5ve62bq7qgrrilxa2aogo7gpt6vi,2026-02-28,"I absolutely love the Machu Picchu mountain background in Urqopacha so, so much! That loading screen is one of my faves!  And I also really like the Hinterlands; how vibrant and green and lush and pretty... I wish the settlement ruins weren't there and all we had was trees, like a proper forest!",https://bsky.app/profile/lady-deborel.bsky.social/post/3mfxgn7no6k2d,did:plc:vaqwvkan7x7b5bpb7f4qr56k
bafyreieevurdc64r74pagrrdkss366bvcaio2wmmyh3kd4pkbrjfpgfjoq,2026-02-28,I desperately want to be numb,https://bsky.app/profile/puddlesopiss.bsky.social/post/3mfxgn7mwqk2m,did:plc:4tktzr3l2w5dydpt75mwzi3e
bafyreigwvxl3v6grenq46jzjnulbxnq3pa5qkeoqkrtxuf6ubnfynp7azy,2026-02-28,he was gyrating in they face 😭,https://bsky.app/profile/ebaken11.bsky.social/post/3mfxgn7mi3s2i,did:plc:56ylrdkf2qlqv4mnf6a76mts
bafyreifr42ii6cwtn3wuyemwya6ewsoe4n74sz3jh55sef7ob4pqmjut6u,2026-02-28,Thin crust all the way and I fold my pizza fuck you Chicago and Detroit,https://bsky.app/profile/bostongayboy.bsky.social/post/3mfxgn7ldxk2q,did:plc:ndio2u4av7hyzevoaxbxhpem
bafyreigncpnio5jq5hvsynfgoyafk32d5crdbblsrrjzjwavvkvh4xw3ie,2026-02-28,I would half floored that dude. Jail time would be worth it. Just beat the brakes off of that weirdo.,https://bsky.app/profile/shigsby.bsky.social/post/3mfxgn7ktec2w,did:plc:7mn7rrbqrffyjeu662bvoxty
bafyreidaek4p6vdbuqcijdjrsmlfyogv46yi73mkzgq6gqd3qvb3blu3g4,2026-02-28,"They're on a Free Ride of nothing to do but say, Yes, to anything Trump says TO Congress, it will be ok! IN RETURN they beg, Plz keep me out of the loop and dont destroy my family, and we the Congress will continue to support 💯 trumpism, no matter how much damage is caused!",https://bsky.app/profile/springforward1.bsky.social/post/3mfxgn7kbrs2l,did:plc:cg72e6lw4icy5663n5g6erhs
bafyreibhojwtphfpww24bum7fucm45bc7ahadguofxf3nbjzg2xib6d4gy,2026-02-28,"If you see this, quote it with your main starter choice for every generation!   1. Bulbasaur  2. Chikorita  3. Torchic 4. Piplup 5. Oshawott 6. Fennekin 7. Popplio  8. Scorbunny 9. Sprigatito 10. Pombon",https://bsky.app/profile/starrybibi.bsky.social/post/3mfxgn7gzc22k,did:plc:dxhbl4v25vedo7azrefayre4
bafyreiawy5xkozeywuovatmaqgw2slyt73ch7zdeq2vs6c6u6wyv4y4mjm,2026-02-28,Thanks Tammi. Certainly think I hit a personal milestone with that one. I'm very proud of it.,https://bsky.app/profile/nachonachoman.net/post/3mfxgn7ffjs2v,did:plc:f52munrcauabhtzghcilgyy3
bafyreiblnqqhqulauppn67262wlnhmkt5dnskwd4abqlvbzgk2jqeufpnm,2026-02-28,My birthday in 1 minute,https://bsky.app/profile/merylorourke.bsky.social/post/3mfxgn7f3rc2u,did:plc:b3c4hrlmhkk2yjvybeeba3pt
bafyreif3ljiysvw4ocwshgnvjbvkanxzrhojhxwumgxa56objtrh6xceum,2026-02-28,"Post a pic you took, no context, to bring some zen to the feed. #Walgreens",https://bsky.app/profile/ignatiusmusic.bsky.social/post/3mfxgn7el6227,did:plc:5ld5364lt6q6k2rzseud47tq
bafyreifqgsvvo2s25tc5uiapcm6qcbgw3zx4rm4ne3z6gmnynkaqu23kiy,2026-02-28,why,https://bsky.app/profile/sleestak.bsky.social/post/3mfxgn7csjk2f,did:plc:vpft5oly6fhry5vj5h67oogu
bafyreifjmcv3ys434zv6763ogaz74zwsl5z3lrmpto63iuawevhxcckixm,2026-02-28,#femboy #sissy #crossdresser #nsfw #ts #trans #cute #porn #tgirl #cum #cumshot #punheta #sexo #goon #gozo #anal #fuck #cd,https://bsky.app/profile/femboyheaven.bsky.social/post/3mfxgn7cftc2u,did:plc:g3uzw5gzbnx2peyyjvxp5qfv
bafyreiepny653vwdivzh7x2ja7gevtben4wkfegzagaq7cfx5x3tqa2j7q,2026-02-28,discord.gg/uYsCpVq2,https://bsky.app/profile/australand.bsky.social/post/3mfxgn7bijs2a,did:plc:gpcg45i3ycb5tranwebyu3md
bafyreifnb5p5mzxkgvovyj2rdhhqp5r6gsbiip6j66rwjabeh74lb4rria,2026-02-28,THE OREGON DUCKS REPEAT THEIR SWEEP as Big Ten Indoor Track and Field Champions 🏆🏆 OregonTF #GoDucks  Via: Big Ten,https://bsky.app/profile/davidmed.bsky.social/post/3mfxgn7ar3s2p,did:plc:bu7uyual7xw2pq2vbbpqpxrv
bafyreib7ejdqq72iroob3a4aayxjjatfixvgtpuh3x7mc4fnxusjby6i6e,2026-02-28,It better! Troy and Harris is so important to Ilya's story,https://bsky.app/profile/joethemo.bsky.social/post/3mfxgn7akb22c,did:plc:faqu5o5eeb4yqgj5vyuxzsf3
bafyreict274ph2dwdittx627cujzzuekjgayfy3lx2rq52736rhdwk4h5y,2026-02-28,But they are protecting us from having too much healthcare so it is not like they don't care about us at all......or maybe it is like they dont care for us at all.,https://bsky.app/profile/futureme2034.bsky.social/post/3mfxgn777c22z,did:plc:ldkpefrf2zkqhslmpyfuztnt
bafyreibteq6isjn2wos3uavvv3auahrzjhlj2kov62vjc543zrgirsk3c4,2026-02-28,,https://bsky.app/profile/miaganga.bsky.social/post/3mfxgn75ya22u,did:plc:qwoy5ytjcmle36tq7hbferjy
bafyreiawout2zuztzemllhg73d2izavjqcjxtyifs7lxwg7xxvecvwvbum,2026-02-28,Grrr,https://bsky.app/profile/tryanyonce.bsky.social/post/3mfxgn73h6c2b,did:plc:jnok4l52kvg2akpiom26b4ag
bafyreifvlfz4aoi7z2bmevyphwc5u3xov4gfn4vrogxegkkgpisaq5wf2y,2026-02-28,Happy birthday 🎂,https://bsky.app/profile/artadmirer.bsky.social/post/3mfxgn72umk2n,did:plc:ucv6vcg4y3ysybofm2ctvylr
bafyreidqpin452hblz5mthx62rcnfl5iditok5scb2gghlh3gfvxspohui,2026-02-28,"A friend of mine is going thru something similar but the cops are just like   ""whelp... nothing we can do bc they haven't done anything physical to you""  It irks me when cops don't take things like this serious until someone gets hurt",https://bsky.app/profile/nrdyco.bsky.social/post/3mfxgn72tnc25,did:plc:uvg4yq7uow6i3sdot5vwcr7k
bafyreib3plry75txpvmmbfzhnzplijpfvindgr3g3iruospztrxrp3qktm,2026-02-28,,https://bsky.app/profile/captaincanada64.bsky.social/post/3mfxgn73tuk2m,did:plc:m3glc3excbdviu6o7gkias6f
bafyreid77lxnpqqetg4rnpzomghrp2vxfxkxphhr3rq5agy7xt7qe5amci,2026-02-28,"That's awesome! College likely saved my life. I haven't a clue who or what was looking out for me to get me through, but I'm grateful. Library science is vital. My husband is an administrator and teacher that originally went to pharmacy school. I'm a sociologist of fascism.",https://bsky.app/profile/lgtrombatore.bsky.social/post/3mfxgn72gx22l,did:plc:lx5j44pvhb3jwluqyrkzk3o4
