Headline (CID),Date_Posted,Post_Text,Source_URI,Author_DID
bafyreiaplfnquc5vb22kxezrngx5pp6gewhvvgo3krjfhioseyv2645ale,2026-02-28,What we know about the joint US-Israel attack on Iran  https://www.bbc.com/news/articles/cx2dyz6p3weo,https://bsky.app/profile/jockr.mastodon.social.ap.brid.gy/post/3mfw4buferx52,did:plc:cp35l4omo46l4au7azkyxbjt
bafyreifelmncehktb3s2hzqnkxd23b4ky22s3ildnlvvrcx5jbibenpa6m,2026-02-28,Motherfucker Trump Must Be Removed!  ‘Acts of war unauthorized by Congress’: Trump’s congressional critics denounce Iran strikes  www.politico.com/news/2026/02...,https://bsky.app/profile/anarchoterran.bsky.social/post/3mfw4b4txuc2v,did:plc:okgnh2leaxqcp3socm7kwptw
bafyreif7r2adr2iqew7p4yqjev6f4aiml3b7mnz6eoj2lo7rropce74h44,2026-02-28,"Trump announces 'major combat operations' in Iran, warns of potential casualties ABC News Tampa. CONGRESS, THIS MUST NOT HAPPEN!",https://bsky.app/profile/littlemurphydog.bsky.social/post/3mfw4awawwk2o,did:plc:efx6vyg53ubutx2gexh26aob
bafyreibheel3va6dmr4bu3jzxvlnq2bzz4ub5zwqnfrz2i7rnoszrdatoy,2026-02-28,BREAKING: A US-Israeli missile strike has hit a girls school in Iran.  Multiple fatalities reported.  (SOURCE: Al Jazeera),https://bsky.app/profile/newseye.bsky.social/post/3mfw4aatlc22s,did:plc:uz5apa2z3jrxhjjzqw5qik65
bafyreig3765no5gbegaafdbrzgzws34kinrtoqykfmdl5kci4sbhnqlg2m,2026-02-28,"Jennifer Griffin, Chief National Security Correspondent at the Pentagon for Fox News, condemned the Trump administration’s earlier decision to gut Voice of America, leaving Washington with limited resources to shape the information space in Iran.",https://bsky.app/profile/malcontentnews.bsky.social/post/3mfw4a4mi2c2u,did:plc:xr45eee65oa5gyaeqha3cx7w
bafyreig3cgt3ftxf7b2td52ncacufkgzfk5b4vem3mkymzywsaxw4n2znu,2026-02-28,Trump Lies again saith the Bab!!! Trump says more people are turning to religion. Let's check the data. www.msn.com/en-us/news/p...,https://bsky.app/profile/bab102.bsky.social/post/3mfw47sjpwc2o,did:plc:7sdh7jn5vqsrs36jkfb7uvw6
bafyreidhibi4h63ml3yh7msvkjkjcvlgkfveavltauk3khu2qkuda2byhq,2026-02-28,BREAKING: US & Israel Launch Offensive Against Iran | WION News search.app/J85Eq Good morning America.,https://bsky.app/profile/rlj85.bsky.social/post/3mfw474hefs2c,did:plc:macubi6ghmysoax4xep34t7p
bafyreifwfudyqkou3ym2pxranf5cseqc5e664qda7i2pexeqs3p7jk3rhi,2026-02-28,"IS THIS TRUE ASKS Bab??? - @bab102.bsky.social  DOJ email calls Epstein's death a 'murder', Nobel winner says Trump either a 'traitor' or 'exceptional' www.msn.com/en-us/news/w...",https://bsky.app/profile/bab102.bsky.social/post/3mfw472f2dk2o,did:plc:7sdh7jn5vqsrs36jkfb7uvw6
bafyreigcq6szlmruz5a2sfq2bht5s52v4cqirdqhtychbwpr374eq5wte4,2026-02-28,"Iran strikes back, targets US military in Qatar, Kuwait, UAE, Bahrain - https://www.thestar.com.my/news/world/2026/02/28/iran-strikes-back-targets-us-military-in-qatar-kuwait-uae-bahrain",https://bsky.app/profile/thestarmy-poster.bsky.social/post/3mfw472gxpj25,did:plc:ufhrbtqli4k6uo7fmv3ib56w
bafyreids3z77fm3465bozx5uglt3p2z2suups25npjrxukszr23ij5fun4,2026-02-28,Trump orders US agencies to stop use of Anthropic technology amid dispute over ethics of AI | US news  https://www.europesays.com/uk/794527/  Donald Trump said Friday he will direct all federal agencies to “IMMEDIATELY CEASE” all use of Anthropic technology…,https://bsky.app/profile/eu-technology.bsky.social/post/3mfw46yxwbl26,did:plc:msibbasr2pn5aaw6b447wda4
bafyreihq22ea2l3arps2e63gsvizmz7w6qoosg2vzstt3eqw3get65acu4,2026-02-28,UAE announces petrol and diesel prices for March 2026 – Gulf News  https://www.europesays.com/uk/794547/  UAE announces petrol and diesel prices for March 2026  Gulf News UAE announces fuel prices: How much will a…,https://bsky.app/profile/eu-business.bsky.social/post/3mfw46p43va2s,did:plc:l46zxuss3stxah25hcxha3pa
bafyreibsc4ovfuaankrtfttzgac5trvj7g2fdegcqgkxn6y74kg4m5fgrq,2026-02-28,"*JUST IN*: (Live Updates) The US & Israel has attacked Iran, first strike happening near offices of Ayatollah Khamenei. There are strikes nationwide. The state-run IRNA news agency said the airstrikes killed 5 students at a girls’ school, the first confirmed fatalities.  apnews.com/live/live-up...",https://bsky.app/profile/jpclifeguide1.bsky.social/post/3mfw4653ggk2r,did:plc:oeh3tlqp4o5lu3bu5ryev57d
bafyreicelngtwaph2jzk3hu5ph4vzhyp73to4pl2cxth5s5r4www5amveu,2026-02-28,I woke up to this enraging news of Trump and Netanyahu coordinating their attack on Iran.   The Ohio MAGA Republican Senators Husted and Moreno are useless and don’t answer their phones Monday-Friday much less on Saturday.  Somehow I think the Friday night Trump dump is the plan.  I hate Trump.,https://bsky.app/profile/katbfisher.bsky.social/post/3mfw45ohgts2r,did:plc:ltrsmb6vykvrirfd7xiglhrn
bafyreih4uurmcfgznbwmb6seyg3ohsxiwnpevakanenjbyfzcp34k5wecu,2026-02-28,Sherry Xue jailed for funnelling Chinese investor funds to Trump campaign www.msn.com/en-xl/news/n...,https://bsky.app/profile/migas7.bsky.social/post/3mfw45f6tn22o,did:plc:i4dxcnmfqjupktepdxislau4
bafyreics4ga3r74k64atctjskfm4qxdzev3rshkzma3bjsk27qwqx5vz64,2026-02-28,Amassers crypto news  Trump Launches Iran war #iran #trump #bitcoin youtu.be/-f3kMEips6I?... via @YouTube,https://bsky.app/profile/amassers.bsky.social/post/3mfw456beps2v,did:plc:wvne77i7rvge2agbnexe3cgg
bafyreih2ch3htbbjbdfqoa3rfbpqqkoxofljdoqhvndvg56q2e2ncvaony,2026-02-28,💥Israel has declared a large-scale air raid alert due to reported missile launches from Iranian territory.  militarnyi.com/en/news/iran...,https://bsky.app/profile/militarnyi.com/post/3mfw44rubos2u,did:plc:ekyxwshmyato6wqgw35qmz2o
bafyreifmfra5in7gvv6qzakavxsv5ttkue7yjh5ltio4gkdn6q3sn27gca,2026-02-28,"Sean Bell, military analyst, on Sky News: Iran has more ballistic missiles than the US military has defensive missiles such as Patriots and THAAD.",https://bsky.app/profile/andyscollick.bsky.social/post/3mfw44lwx3s2d,did:plc:jaghk4rwlrciav5aieckiiit
bafyreielgbtrgl24ptechoq7tsufw3rwvokzbqiqkugcfuoxgxxje6riyu,2026-02-28,"""The Weekend"" is live early for breaking news coverage on U.S. strikes in Iran. Tune in on @ms.now.",https://bsky.app/profile/theweekendmsnow.bsky.social/post/3mfw445fy6s25,did:plc:xee5hd23wqndkjnr4nengnxr
bafyreia7gitqrsrqa4msxgyfxong5ofdap2c3rs3jd2nl3pgo2uyp736s4,2026-02-28,"""Lion's Roar"" and ""Epic Fury"": a joint Israeli-US attack against Iran has begun, targeting Iran's nuclear weapons program and missile capabilities, but also to effect a regime change bibleprophecy888.news/bp463.html  #BibleProphecy #Saints #Christians #Jews #IsraelIranWar #LionsRoar #EpicFury",https://bsky.app/profile/saint144000.bsky.social/post/3mfw4453ja22j,did:plc:jivhocc2few2svkuyi2aco57
bafyreihtiorfian7cuglujpgahaucq4hdg6lyqukzyizcvqnmnphdvi24q,2026-02-28,Security Alert Intelligence. U.S Military Strikes Begin In Iran News Flash Feb 28th 2026 3:37am Public Security LLC advises clients to remain hyper-vigilant against potential retaliatory attacks from Iranian Regime possible sleeper cells in the United States.,https://bsky.app/profile/publicsecurityllc.bsky.social/post/3mfw43y5dpc2c,did:plc:75fxq4pdjciwqanam33gs5xd
bafyreihajfaivzxeel6u7ogd3qnopcqfgfqhl57l43itwe6q57vhzivzwa,2026-02-28,"So, The Epstein war has begun!!!  I say that as that's what it is to allow Trump to deflect from any association the his relationship with the peodo & criminal Jeffery Epstein. Britain should not get involved, Not even in self defense & neither should Scotland. www.aljazeera.com/news/liveblo...",https://bsky.app/profile/scotlandscomrade.bsky.social/post/3mfw42tkpqk2p,did:plc:trtxodyap3a6px24jqt7kgtg
bafyreihyihmkynbpyvspxo6aiwyiahdepwbq7p4agipmunj2kuxilbsuh4,2026-02-28,So I guess we will find out if Iran has the Epstein files  www.cbc.ca/news/world/i...,https://bsky.app/profile/wallykibler.bsky.social/post/3mfw42rxi3s2o,did:plc:55u7q5fyuddpmserockbhx4i
bafyreihcatlxc6n5fs6tquv4sylnpadj6nlueeh6kzrqgcs57vnqnr6yvi,2026-02-28,"#Iran Launches ""Barrage Of #Missiles"" After Israel-US Attack, Explosions In UAE, Qatar, Saudi   www.ndtv.com/world-news/i...",https://bsky.app/profile/oden-gjallarhornet.bsky.social/post/3mfw42h7bh222,did:plc:oo46i6nys6ig47gatd5twkvb
bafyreigfqh3kch4udte4ijtcwvswdaxw3xpbmgunpdmj3gl5qmnukwywgq,2026-02-28,"What we know about the joint US-Israel attack on Iran  Just when the talks led by Oman are making concrete progress towards the removal of threat of Iranian weapons grade nuclear material, ONCE AGAIN the fascist Netanyahu decides to completely FUCK THINGS UP.  www.bbc.co.uk/news/article...",https://bsky.app/profile/openpodbaydoor.bsky.social/post/3mfw42asbus2f,did:plc:qtqguwwyfiaidcfxuncanbky
bafyreib6gdpiejiqoj3jgaz2qjpqfue7sortyblm7tg3exslqxupb6elru,2026-02-28,"The following airspaces will not be used until March 7: Israel, Lebanon, Jordan, Iraq, and Iran. In addition, flights to and from Dubai are also suspended until March 1st for operational reasons. #Airways #News",https://bsky.app/profile/airwaysmag.bsky.social/post/3mfw42cil6k2l,did:plc:gpe7pvpv5czmbgoryz4qwxsy
bafyreieedgmubxegix7aq75shsnqkfbpocsx3xcgdd7yk2cfko6exz4z6y,2026-02-28,LIVE: US & Israel strike Iran | BBC News www.youtube.com/watch?v=bjgQ...,https://bsky.app/profile/uncoverthenews.bsky.social/post/3mfw3zvt4l22d,did:plc:6cri3nbgdxvfuwdgav73lbce
bafyreicd34wn7wg5igc465sskordtpsy2pozm3nc66zaismrabeyhrutjy,2026-02-28,Breaking News: Trump announces “major combat operations” have begun against Iran.  Trump and Netanyahu attack Iran!  Americans wake up to another Middle East WAR!  #TrumpWar #ReleaseAllEpsteinFiles #TrumpEpstein302Coverup,https://bsky.app/profile/blue-coach.bsky.social/post/3mfw3znsjn22w,did:plc:4ia7iotngwqhusxuu3znci7d
bafyreigqdltektulrtjuv6qarktzfnj25p6fgeqsxaww2ukouzez6atwxa,2026-02-28,"#IranAttack  Israeli reports claim that Ali #Shamkhani, Secretary of #Iran’s National Security Council and #Khamenei's right hand man, has been killed in today’s strikes. The news isn't confirmed from independent sources.  #US #Israel #Trump #إيران #علي_شمخاني #أمريكا",https://bsky.app/profile/mouradteyeb.bsky.social/post/3mfw3ytr4os26,did:plc:cvtq5lb6mau4odmffkrnrf4i
bafyreiayk4szytkpkeedwy5pdpob33epswgtriqz5qvcoue4wqtsfx7vaq,2026-02-28,5 students killed as Israeli missile strikes school in Iran www.observerbd.com/news/567924,https://bsky.app/profile/adriel1819.bsky.social/post/3mfw3yoric22p,did:plc:3komkmd232yo4lle2iwritok
bafyreidiangfstx6lr3bsbr3td663p445j35rd22jiufwd65z6ehu5au6y,2026-02-28,BBC News - Starmer chairs Cobra meeting over US-Israeli strikes on Iran www.bbc.co.uk/news/article...,https://bsky.app/profile/paulsandars.bsky.social/post/3mfw3xodlfk2c,did:plc:34s54hy2nc3cu3usmwy336r3
bafyreiecvy7pdlgnpsngsi6p53t2vvmul2g7iuhnjvsqfp5qvippgqgrfu,2026-02-28,"#BREAKING | 🇺🇸 🇮🇷 — U.S. official tells Fox News ""airstrikes [on Iran] will continue for days, not hours.""",https://bsky.app/profile/theglobaleye.bsky.social/post/3mfw3wp6l422v,did:plc:y6n2tbydxoqewsla5gank2rb
bafyreieaou3x6reoubsr5h7j3pqudcq3o3vga4oa5ysja6vinafe3mc5k4,2026-02-28,"Starmer's supposed to have refused Trump permission to use UK bases like Diego Garcia.  Speculation that's why Trump was sniping about the UK deal to hand over the Chagos Islands as ""stupid"". www.bbc.co.uk/news/article...",https://bsky.app/profile/ilmarinen7.bsky.social/post/3mfw3wicyqc2k,did:plc:xaxcbfom4rbk5f4byclhoy4b
bafyreiacencevpj5plyuut3wv2qsmkvrizc6rwitlxvwohbc2lnq2p2z6q,2026-02-28,"I think the administration knows all about Savannah Guthrie's mom. I think this ""kidnapping"" was a warning to all reporters and journalists.  Who is taking over our news?  Who is feeding us lies and garbage?  Trump's people know what happened.",https://bsky.app/profile/knowvak.bsky.social/post/3mfw3whdzjk2f,did:plc:fj6yvjsmbzb4c4fniatfm3gc
bafyreiee25zcb7rckyyosbhywde4rfmuyueknxpzevvko5iddjsnhdwd7a,2026-02-28,Just woke up to the news about Iran. Reminds me of what someone older from Iran once described to me about how people sat in the basement playing cards during attacks. I can't imagine.   Any thoughts on the situation?  #Iran #Trump   www.nytimes.com/live/2026/02...,https://bsky.app/profile/buellerl.bsky.social/post/3mfw3w2xly22e,did:plc:22ih6he54h53rs3kpqfgoo34
bafyreieifwppagt7mlfqa7ovkzfwtbrazlxwvb2vw4fqqf47qo3s53tita,2026-02-28,"This isn’t exactly great news, I know, but it is news. Iranian missiles are not up to the task of wiping out an entire base’s troops.   They don’t appear to be launching massive strikes yet. I don’t know if they could.   You would need bombers.   These seem to be targeted missile strikes.",https://bsky.app/profile/toribarron.bsky.social/post/3mfw3vtmofk2r,did:plc:atxwfc6cyf45q33iy7obslur
bafyreic7ifwa522nnwzdqucnkphfww6kp2hwrpxgiqmco2ko2q4guerrby,2026-02-28,When I heard a clip from this video on BBC news this morning President Felon47 also cited that he was invading Iran to 'protect U.S. allies' but aside from Israel how many of these 'allies' did he actually inform or consult?,https://bsky.app/profile/somecandytalking2.bsky.social/post/3mfw3vgszys2a,did:plc:k4sm7ozfwjsqcfxkbkwvu2me
bafyreicbyptijqd2rc37dpart4scllhs3kfgbcssu6u7yb4bvtgb4pbo3q,2026-02-28,"Iranian Supreme Leader Ali Khamenei and President Masoud Pezeshkian, “as well as those responsible for commanding the mass murder of Iranian protesters,” were targeted this morning by Israel, according to Fox News.  Original post",https://bsky.app/profile/sentdefenderx.bsky.social/post/3mfw3vcr6jb2w,did:plc:f5hojo23ywqltslcux5hcjb4
bafyreibrffqmhzlam4lfxhuowq7xyjdbklimusaiqguv4ogtrpzypm5mpi,2026-02-28,Sky News news.sky.com/story/iran-l...,https://bsky.app/profile/andyscollick.bsky.social/post/3mfw3v2vc6k2d,did:plc:jaghk4rwlrciav5aieckiiit
bafyreiakolhnxolie7fp3avfg2oec5q5w3o2x2kyzofskrnxqqklc3dukq,2026-02-28,"Hugo Lowell of the Guardian posted at the other place:  ""Trump posts on Truth Social the headline and link to a Just the News story: “Iran tried to interfere in 2020, 2024 elections to stop Trump, and now faces renewed war with United States""  Why am I not surprised he did?",https://bsky.app/profile/im1voice.bsky.social/post/3mfw3uhdzfc2v,did:plc:zjt7rtpo7rr7djylc23ctbmj
bafyreigak5ygdf3wfridywz455gjcp2nye2ree4yxl3gb5szztmwepobwe,2026-02-28,"Just seen the news about Iran, Israel definitely have video that comprises Trump don’t they….",https://bsky.app/profile/jontaff.bsky.social/post/3mfw3uaaeac22,did:plc:tozl5kpkknioncnacaq2h63x
bafyreib7qzpidcwsqd4pjgbworvz4up6uabeh6dkquihhx7ggz6lvehndu,2026-02-28,Trump and Netanyahu start war - joint attack on Iran as Tehran launches retaliatory strikes www.bbc.com/news/live/cn...,https://bsky.app/profile/finfox2.bsky.social/post/3mfw3tdco6225,did:plc:nj7va4juzjbzjaa4srmgaj3j
bafyreigs6ik63dtjvekn7i3xjw6yppf7w6qb5tjuorbzn2wbzald7rs4wa,2026-02-28,"LIVE MULTICAM Coverage - Mercado Media presents:  AmeriKKKa AND ISRAEL ATTACK IRAN - Live Breaking News Coverage 🤦‍♂️🤷‍♂️💀 (The empires that fail to keep expanding are the ones that die, hence...war!)  youtu.be/CdY4LaYROr8",https://bsky.app/profile/canadianry.bsky.social/post/3mfw3smctc22b,did:plc:c3tf6lbyqgagqykeugkljn5c
bafyreid6lprlbpbn6vjxkuntpqj4ffx7gxbaj3sai6mhp7xwljk7uljb3a,2026-02-28,"An Israeli missile hit an all girls elementary school in Minab, a city in southern Iran.   They’re targeting children.   Again.   Five girls are dead.   More may be disabled.   It’s utterly devastating and predictable.   www.tehrantimes.com/news/524323/...",https://bsky.app/profile/broadwaybabyto.bsky.social/post/3mfw3sk2yhk2s,did:plc:g7xd2fa6n7e7yqyvh6c3iexy
bafyreiggq6gv6qhgu22bnefn256b72n6sidwijg5mpjquzg2jxshvffyta,2026-02-28,"It's on days such as this, US / Israel attacks on Iran, that @gbnewsonline.bsky.social claim to be ""Britain's NewsChannel"" is shown to be laughable. TRT World, Al Jazeera, France24, CNN, Sky News and BBC News, all providing superior coverage to GBeebies. Stick to being Farage's propaganda vehicle.",https://bsky.app/profile/tonyd2024.bsky.social/post/3mfw3rnjg3k22,did:plc:agcxs6tuud75lagd2eie5iae
bafyreiehlp33wipswkgdtph4f524etnc3ntktixolydipblnni7bhpfkwe,2026-02-28,Britain's leader has courageously said in response to the widespread US-Israeli attacks on Iran--about which *both* nation's leaders said is aimed at regime change--that Iran must not have nuclear weapons.  www.bbc.com/news/article...,https://bsky.app/profile/enbuenora.bsky.social/post/3mfw3qguf4s2i,did:plc:lvqa2oo2my2n34orjuck56zv
bafyreibbk6hfjirp2idgtcqldbzaur5c4ca5vlk5suqgdhc4gklt7bse74,2026-02-28,"""Massie & Rep. Ro Khanna had planned to force votes next week on legislation that would curb Trump’s ability to take unilateral military action against Iran without congressional approval"" www.politico.com/news/2026/02... ""Lindsey Graham ***rejoiced*** at the joint U.S.-Israel operation"" 🤮 War Pig",https://bsky.app/profile/cecallihelper.bsky.social/post/3mfw3qdkocs25,did:plc:yw6wbtma6fynxiafh5v7j5sf
bafyreia6qteeoljanotqkndbmdg6tnt75fgcn5n6wetvzkbopqqm3vgmja,2026-02-28,"Good morning, folks! Have some coffee. Hug your dogs. Take a brisk walk. Don't look at the news yet.  It was a Friday night. Trump always plans his regime changes for Friday nights.  Wake up, Congress! He did it again. You failed to stop him... again.  Thank you for your attention to this matter!",https://bsky.app/profile/resistrebelrevolt.net/post/3mfw3pz7rh22b,did:plc:dozrbbuzuojdwr2psqkapfxo
bafyreic3fij2rv5szaxv4r3zh5ap2kq5isy7btxjqqsrow5slxdrboptay,2026-02-28,US and Israel attack Iran: What we know so far  www.aljazeera.com/news/2026/2/...,https://bsky.app/profile/tainoboricua.bsky.social/post/3mfw3pt4ejc2q,did:plc:kcsugzftbv3b5w2k6kt7f42v
bafyreieeqp7j6j4nrajqu3uyl4n7lb6p6qaaafaqni4poyoucl7bqa4cde,2026-02-28,Just seen the news Trump is bombing Iran so I presume it's just to distract from something else.,https://bsky.app/profile/rubymalvolio.bsky.social/post/3mfw3pjqvol2k,did:plc:mgjys675cmlslwzl74fv5id3
bafyreia2ewpyloha7qk22n4ulc37ugn2rpmvv3bagk567zlwwhsoxpnlxi,2026-02-28,Iranian missiles strike Gulf countries as Bahrain says US Fifth Fleet base attacked - https://www.middleeasteye.net/news/iranian-missiles-strike-gulf-countries-bahrain-says-us-fifth-fleet-base-attacked,https://bsky.app/profile/middleeasteye-rss.bsky.social/post/3mfw3p3uy2g2k,did:plc:am76ptemaw3eordgfoyrwepi
bafyreidqeropvqlxju6hzcoi6k5fujgewewifdx4zhkaegvnxk7ztesxhu,2026-02-28,"Breaking News: US and Israel attack Iran; Tehran retaliates across Middle East.  Why are we at war with Iran? Does anybody know? Anybody? I wonder why we're ""really"" at was with Iran. www.cnn.com/world/live-n...",https://bsky.app/profile/sandynetherton.bsky.social/post/3mfw3nrjx422a,did:plc:4kc3brrl5y67kcqhv4x2pg72
bafyreigcm2cpzsaqjxwpzvxmixgcv2knb76i7ywnnoktsbs65wdufeobrq,2026-02-28,Never mind… Bad news time. we’re at war with Iran again.,https://bsky.app/profile/andrewdaw.bsky.social/post/3mfw3nej57k27,did:plc:e3vydotio2d3ksmlslrkrwnt
bafyreihnjhykk3fiizfbpfskyuu3uz6usbtgmolb7z2yz4fowyilnhchca,2026-02-28,Preliminary map of US strikes on #Iran. Strikes seem to be aimed at government and IRGC facilities. No news on labs or oil filelds yet,https://bsky.app/profile/volberg.bsky.social/post/3mfw3mvobvk2r,did:plc:jgvcogxgfeplj7g3tfov7iro
bafyreibivzn3xqrr6iefov35bikclmde2754kjap53nyywe4w5atgq7aau,2026-02-28,"I don’t know why I’m up.. but seeing the news about Iran, I doubt I’ll be able to go back to sleep.   The government sucks, the economy sucks, don’t even ask about my personal life…I’m trying to find the positives and I’m coming up short.  I just need a fucking break.   LEGO, weed and anime it is!",https://bsky.app/profile/sadandyellow.bsky.social/post/3mfw3m4zlmk2y,did:plc:hdom6cvatj2nm7ejqkp5xcig
bafyreihl7xcenv6pc7jfky4pc3vu3u74bw6iuggapsbdkhsxq5pu72ekl4,2026-02-28,"The USA And Israel Have Started Bombing Iran: A Primer What Do We Know, What Should We Be Asking?, For What Should We Be Watching by Phillips P. O'Brien  Fox News Headline: Trump Vows to Obliterate Iran  Other reports of attacks on US bases and other countries by Iran bit.ly/4l0qoaY",https://bsky.app/profile/fdrtoday.bsky.social/post/3mfw3lwqc7k2z,did:plc:ldjixk3mzgabe5khjjcpdcep
bafyreidsx5b5y3mfxshizluliugk3fakp3ptjyodyhcw6fsxbzbwrehrea,2026-02-28,The criminal US/Israeli assault on #Iran is underway. www.commondreams.org/news/trump-b...,https://bsky.app/profile/johncke.bsky.social/post/3mfw3kunprk25,did:plc:jajzng576nhzyqzcd7hqjtgl
bafyreihnckzaqsiz7uqvdivgxp3kc2qpfubd2ubtdphnxovpvs7lbanbei,2026-02-28,"Wow. Trump really wants that Nobel Peace Prize. On a serious note though, WTF. American Imperialism continues unchallenged and unchecked. Horrible. www.bbc.co.uk/news/live/cn...",https://bsky.app/profile/kamlatif.bsky.social/post/3mfw3ihiuts2c,did:plc:562kfve3iko4nn5sk7dzad5u
bafyreieypy3lojudh6djbb3dqhywmalp2mgd5dvca2cqdjtnoszsdjukpy,2026-02-28,"""Explosion reported in northwest Iran Iran’s IRNA news agency is reporting an explosion in Zanjan, northwest Iran.""",https://bsky.app/profile/feenavan2099.bsky.social/post/3mfw3gpmq5c2c,did:plc:xdwo6pqw7ahphu2egtjukpj3
bafyreifsx2nrvypttm2yc6gpoaiikaz26xobgatg7jsknyi4qynuvqoxfu,2026-02-28,www.ms.now/news/trump-i...  CONGRESSIONAL APPROVAL? NOT! Is this enough to stop him?,https://bsky.app/profile/ellan75.bsky.social/post/3mfw3gc3cys25,did:plc:uckq3r2va6zkc765knnvv35t
bafyreibrqucmy3v3y3xz37imh3i36nebudq6suh4kci52zzk6b3ry2kisy,2026-02-28,"🇮🇱🇮🇷 🔄 Update 14: 🚨 NEW MISSILE LAUNCH: Iran fires at Israel  The United States and Israel have . hitting northern Israel and multiple Gulf Arab states. Several missiles have struck University Street and the Jomhouri area in Tehran, the Fars news agency reported. 📎 Thread: at://did:plc:zrsxkxsqrf...",https://bsky.app/profile/alphareports.bsky.social/post/3mfw3g5wdmr2k,did:plc:zrsxkxsqrf3lewk2ivh2bt7y
bafyreihmktfsymzmv6iawhzxjayg6coy5m5intdtvoba6otofcpy2sxmym,2026-02-28,Breaking RAW USA Military & Israel operation Lion's Roar Missile Strikes on Iran Islamic Regime & Nuclear sites end times news update current events February 28 2026 www.youtube.com/watch?v=XGeZ...,https://bsky.app/profile/u2bheavenbound.bsky.social/post/3mfw3emt3ts2e,did:plc:grsogr7scgme262p54kghy7c
bafyreidi3dpsb3ssn5udszcgxdkvhopiuiyn5zldbkeq5gv6o7bzt5f3xy,2026-02-28,"Unfortunately, people in #Iran are familiar with internet shutdowns. In the current state of emergency, this is tragic because people can no longer obtain news or communicate with their loved ones.   The shutdown began at the same time as the air strikes at around 7 UTC, according to data from IODA.",https://bsky.app/profile/oliverlinow.bsky.social/post/3mfw3el3fmk2u,did:plc:if55lp5nhpd3bnqr5dtewn45
bafyreiaisf5m7d6c5dwximxpjpdj2ei7zscl6aw4topixtodx4msls7lku,2026-02-28,Well today's news from America and Israel re Iran should do the trick for you ☹️,https://bsky.app/profile/suilven1.bsky.social/post/3mfw3dwwyjk2m,did:plc:s6mbtmhhby2u6fl5ahnyzrzx
bafyreieb6puh2tvsiqcp7dryofsqts32w4khvgnbdibfryhddu5gf3qhgm,2026-02-28,I can't wait for the day I wake up and don't immediately hear about what Israel did to one of its neighbors. There's something deeply wrong with Israel.  #news #israel #iran #usa,https://bsky.app/profile/negativeentropy.me/post/3mfw3coeirc2y,did:plc:a32wc4p4iw2xln2hhv5r4aod
bafyreieplibr6dx3lr6dzwwjpxagwz7unoulfjaoudbaoxwy252hx4du4u,2026-02-28,"Bill Clinton testified yesterday, Donald Trump doesn't want you talking about it at all so he changes the news cycle and bombs Iran .  It's not that hard to figure out .",https://bsky.app/profile/overallthiscrap.bsky.social/post/3mfw3cithq22u,did:plc:icj6yerhuacwen23qlsta7p5
bafyreihygpwsgvltijsnwjgzbswweqeyjrx4u4fhhsdek44dpbbo22kh24,2026-02-28,#Tit4Tat   🚨 @thetimes.com reports Donald Trump's latest criticism of #KeirStarmer's deal to hand the #ChagosIslands over to #Mauritius and lease back a joint UK-US military base was *prompted by the UK withholding permission to use bases* 🚨  www.bbc.co.uk/news/article...,https://bsky.app/profile/howarthm.bsky.social/post/3mfw3cc2cj22a,did:plc:vk4szeyh2lfmtqxgizdbj4om
bafyreibdiji77dsw4lklhssxxesz2k7hfgriox7tua6mwy4igvbsrteu74,2026-02-28,"Breaking news: Political commentator says that ""The SOTU shows Trump is not the same person he was 10 years ago""  Meanwhile Trump continues to wage war both inside and outside the country.   They just can't open their eyes.",https://bsky.app/profile/huntleyhaverstock.eurosky.social/post/3mfw3c5t2f224,did:plc:pqvprchqbq6dkhzbzlyxdnl6
bafyreieezfdzn36tdcfsemuulggaeug52tgcw2dhyyljgviymjzl7kut6m,2026-02-28,"Did Congress approve this? Nah, Trump has gone rogue…  U.S., Israel launch attacks on Iran  www.cbc.ca/news/world/i...",https://bsky.app/profile/frankvdb.bsky.social/post/3mfw3bvsx322c,did:plc:4uzrusegkdj67veqnvla5x73
bafyreiebvl23ajnws3srkdvgik4m7bd45rmqhc2f4zu4y5ldw3hptebfvi,2026-02-28,"@jobeth.bsky.social  Good Morning Jo Waking up and hearing more upsetting news, the United States and Israel has gone to war with Iran.       We're going to have warm weather here today reaching 50.  Housework for me . Tomorrow going to my granddaughter's birthday party. She's 11 ☺️",https://bsky.app/profile/eileena.bsky.social/post/3mfw3bkh5hs2k,did:plc:ulyhmxf4xdowaj7waeyee3dk
bafyreihdnbayfhjvr5lfek5g6wwtio4bnjelcraxcg6mccjjw32ecvnxba,2026-02-28,Even Turkey now has a live English language YouTube news channel. TRT World is a state-supported broadcaster. They do seem to have correspondents inside Iran at the moment.  www.youtube.com/watch?v=ABfF...,https://bsky.app/profile/enbuenora.bsky.social/post/3mfw3besryc2i,did:plc:lvqa2oo2my2n34orjuck56zv
bafyreia7hpgw5r3rlxr2wchouhtwyomimkxbxgx26vcwxmld6vijiurd3a,2026-02-28,#Tit4Tat   🚨 @thetimes.com reports Donald Trump's latest criticism of #KeirStarmer's deal to hand the #ChagosIslands over to #Mauritius and lease back a joint UK-US military base was *prompted by the UK withholding permission to use bases* 🚨  www.bbc.co.uk/news/article...,https://bsky.app/profile/howarthm.bsky.social/post/3mfw3b7palk2a,did:plc:vk4szeyh2lfmtqxgizdbj4om
